Text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
The MET shall (3.3.10.8) be able to increment to at least 30 days without rolling over.,-,-,-,without*,least*
The MET shall (3.3.10.9) be congruent across all FCP members.,-,-,-,-,all*
"Following a processor recovery, during which time is frozen, the FTSS software shall (3.3.10.10) account for the frozen time and update MET to its proper value.",-,-,-,-,-
The SEP shall (3.3.10.15) be able to increment to at least 1 day without rolling over.,-,-,-,without*,least*
The SEP shall (3.3.10.16) be congruent across all FCP members.,-,-,-,-,all*
"Following a processor recovery, during which time is frozen, the FTSS software shall (3.3.10.17) account for the frozen time and update SEP to its proper value.",-,-,-,-,-
"If the SEP API call is made prior to actual separation, the call shall (3.3.10.27) return zero (0).",-,-,-,-,-
The utility timer shall (3.3.10.25) have a resolution of 60.6 nanoseconds.,-,-,-,-,-
"Control flow of the four FCPs shall (3.3.11.2) be similar, if not identical.",-,-,-,not*,-
Asymmetric I/O calls shall (3.3.11.3) not be allowed to induce a large enough skew to force the FCPs to desynchronize.,large*,-,-,not*,enough*
"For software exceptions, the FTPP system shall (3.3.12.2) then transfer control to a user specified exception handling routine, if one is provided.",-,-,-,-,one*
"For reserved exceptions, the FTPP system shall (3.3.12.6) “handle” the exception by making the error and its context data available to the application and then returning from the exception handler.",-,-,-,-,-
"Finally, for software exceptions only, the FTPP system shall (3.3.12.3) then “jump back” to the initialization point for the offending task.",-,-,-,-,-
"If the exception occurs within the FTSS software, the FTPP system shall (3.3.12.7) “jump” back to the beginning of the task, skip all initialization code, and begin processing the task’s code again.",-,-,-,-,all*
An application programming interface shall (3.3.13.3) be documented in a FTSS API document.,-,-,-,-,-
"The presence, or absence of, an NEFU ICP shall (3.3.14.1) not impact the FTSS software (i.e., the FTSS ICP load will not be different).",-,-,-,not*not*,-
"FTSS services shall (3.3.15) provide an API call which provides the capability to close and delete all communication mechanisms delete all rate groups, and suspend and delete all tasks.",-,-,-,-,all*all*all*
The FCP shall (3.4.1.2.5) signal the start of each minor frame in all ICPs by means of a VMEbus IRQ5 interrupt.,-,-,-,-,each*all*
The interrupts across all channels shall (3.4.1.2.6) have a skew no greater than 330 microseconds.,-,-,-,-,all*
The data mentioned in requirement 3.4.2.2 and any other Draper-provided telemetry data shall (3.4.2.9) fit within Draper’s allocated telemetry budget of 5000 bits/sec.,-,-,-,-,any*
The FTSS software shall (3.4.2.6) congruently decide which FCP channel should be the source of CTC data.,-,-,-,-,-
This decision shall (3.4.2.7) be made based on the health and status of all the physical links from the FCP to the CTC.,-,-,-,-,all*
The FTSS software shall (3.4.2.8) deliver to the requisite NASA application program commands received from both CTCs.,-,-,-,-,-
Draper shall (3.5.5) not violate the 100 microseconds requirement.,-,-,-,not*,-
"Draper shall (3.5.7) deliver FTSS engineering release version 5/6, and any subsequent versions of the FTSS software, via CD-ROM.",-,-,-,-,any*
"The states of operation of the TCS shall include Startup, Operation, and Shutdown. [SSS014]",-,-,-,-,-
The TCS states shall not exist concurrently. [SSS015] Figure 3.1-1 shows the existing states of the TCS.,-,-,-,not*,-
The Startup State shall be comprised of the following modes: Normal Startup Mode and Recovery Startup Mode. [SSS017],-,-,-,-,-
"During startup, the TCS shall determine which of the 5 levels of interaction are achievable by the TCS configuration. [SSS021]",-,-,-,-,-
The TCS in the Recovery Startup Mode shall provide the system functionality to resume the Operations State within 45 seconds. [SSS029],-,-,-,-,-
"Recovery of the TCS HWCIs shall include startup of HWCIs [SSS543], download of software [SSS544], startup of CSCIs [SSS545], and establishment of the state of readiness of all interfaces. [SSS546]",-,-,-,-,all*
"The TCS shall be capable of automatically recording system state data, interface communications and other information necessary to support event reconstruction. [SSS528]",-,-,support*,-,-
"When in the Operations State the TCS shall be capable of operating in three modes: normal operations mode, training operations mode, and maintenance operations mode. [SSS032]",normal*,-,-,-,-
The Operations State modes shall not exist concurrently. [SSS033],-,-,-,not*,-
The operator shall have the capability to command the system to the Shutdown State from all modes under the Operations State. [SSS035],-,-,-,-,all*
"any of the other functions, in accordance with allowable operations as determined by the appropriate levels of interaction. [SSS040",-,-,-,-,any*
The TCS shall have the functionality to receive and process UAV mission plans from service specific mission planning systems. [SSS053],-,-,-,-,-
The TCS shall provide the system functionality necessary to upload a flight route plan and payload plan (if,-,-,-,-,-
applicable) to the AV via the selected system data link as well as direct ground connection. [SSS070],-,-,-,-,-
The TCS shall notify the operator of all discrepancies found during the mission plan check as well as indicate successful completion of the mission plan check. [SSS074],-,-,-,-,all*
The TCS shall provide the capability to override validation faults after the fault is acknowledged by the operator. [SSS540],-,-,-,-,-
The TCS shall provide the capability to print waypoint data in alphanumeric format. [SSS553],-,-,-,-,-
The TCS shall present to the operator the estimated time of arrival and fuel status at each programmed waypoint of the proposed mission plan. [SSS088],-,-,-,-,each*
fuel. [SSS076],-,-,-,-,-
The algorithmic accuracy of all flight planning calculations shall not deviate by more than 10% when compared with a mission flown by a validated 6 degree-of-freedom air vehicle simulator. [SSS090],-,-,-,not*,all*
"The flight route plan, as a minimum, shall provide the necessary AV commands to autonomously execute a programmed flight and return to a designated recovery area. [SSS091]",-,-,minimum*,-,-
"The TCS shall provide the capability to create waypoints that define the desired flight path, define AV Altitude and Airspeed associated with the waypoint. [SSS093]",-,-,-,-,-
A de-clutter capability shall be provided that allows the operator to display only a selected number of the  most significant threats. [SSS063],-,significant*,-,-,-
"The TCS shall provide the capability to modify the maximum number of threats displayed, when de-clutter is selected. [SSS064]",-,-,maximum*,-,-
The TCS shall provide the capability to display waypoint data in alphanumeric format. [SSS552],-,-,-,-,-
"The TCS shall have the capability to load a map onto the display, to zoom in and out, to scroll, to print, and to clear a map on the map display. [SSS095]",-,-,-,-,-
The TCS shall provide the capability to display the payload swath for the selected payload for planning  purposes. [SSS541,-,-,-,-,-
"While flying two MAE AVs Beyond Line Of Sight (BLOS), the TCS shall provide  full  control functionality of each AV. [SSS108]",-,-,-,-,each*
TCS shall be initialized upon operator selection of a specific AV. [SSS109],-,-,-,-,-
"The TCS shall transmit command and control information to the AV via the uplink to the AV [SSS110], and receive AV telemetry and payload information via downlink from the AV [SSS111].",-,-,-,-,-
"The TCS shall provide the capability to pass control of an AV to another TCS [SSS114], and receive control of an AV from another TCS [SSS115].",-,-,-,-,another*another*
The TCS shall provide the capability to control the AV flight commands as well as to release the AV to an autonomous flight control mode. [SSS118],-,-,-,-,-
AV telemetry data shall be available to support other TCS functions as required. [SSS119],-,-,support*,-,-
"The TCS shall provide the capability to enter AV preset limits which, as a minimum, will include airspeed limits, altitude limits, and fuel limits. [SSS122]",-,-,minimum*,-,-
The TCS shall provide the necessary system capabilities required for AV flight control BLOS via uplink command to two MAE air vehicles. [SSS125],-,-,-,-,-
"The TCS shall support operation of the AV via all flight modes, to include manual controls. [SSS126102]",-,-,support*,-,all*
"The TCS shall provide the capability to implement an emergency action plan, if supported by the AV, to  control the AV during equipment failures. [SSS539]",-,-,-,-,-
"The operator shall have the capability to initiate as well as change, to include as a minimum manual override, UAV navigation methods by sending the proper control commands to the UAV. [SSS131]",-,-,minimum*,-,-
"The operator shall have the capability to initiate as well as change, to include as a minimum manual override, flight behaviors by sending the proper control commands to the UAV. [SSS129]",-,-,minimum*,-,-
"As an objective, the TCS shall support an automatic launch and recovery system. [SSS135]",-,-,support*,-,-
"As an objective, the TCS shall present sufficient cues to the operator to implement and monitor automatic launch and recovery, and to initiate abort procedures if required. [SSS138]",-,-,sufficient*,-,-
"TCS shall provide the capability to monitor specific telemetry elements real-time, and record all telemetry elements for future review and processing. [SSS140]",-,-,-,-,all*
TCS shall provide the capability to monitor the status of all AV subsystems reporting status. [SSS142],-,-,-,-,all*
"The TCS shall display the AV status, to include but not be limited to the AV location and flight and  avionics system status. [SSS143]",-,-,-,not*,-
The TCS will have the capability to control and monitor the AV payload(s). [SSS147],-,-,-,-,-
The TCS shall have the capability to receive data from and control payloads on an AV that is being controlled from another TCS. [SSS148],-,-,-,-,another*
The TCS shall permit the operator to control the payload using all methods supported by the payload installed in the selected AV. [SSS152],-,-,-,-,all*
The TCS shall provide a graphical user interface display for the purpose of controlling the payload. [SSS153],-,-,-,-,-
"Data terminal control shall include, but is not limited to, antenna pointing control, transmitter control, and receiver control. [SSS160]",-,-,-,not*,-
The TCS shall be capable of automatically selecting the proper mode of operation for the selected data terminal. [SSS161],-,-,-,-,-
"The operator shall be able to manually override any automatic data terminal control mode selection if desired, except during Emission Control (EMCON) and Hazards of Electromagnetic Radiation to Ordnance (HERO) conditions. [SSS163]",-,-,-,-,any*
The TCS shall support a LOS data link and SATCOM data link capability. [SSS164],-,-,support*,-,-
The TCS shall be capable of automatically controlling the transmitter and receiver functions of the selected data terminal. [SSS171],-,-,-,-,-
The TCS shall be capable of automatically controlling the transmitter and receiver modes of the selected data terminal. [SSS173],-,-,-,-,-
The TCS shall be capable of automatically controlling the transmitter and receiver frequencies of the selected data terminal. [SSS175],-,-,-,-,-
"The TCS shall receive, process, and present status data to the operator so that the status of the data terminal and the supported AV data link can be monitored. [SSS177]",-,-,-,-,-
The TCS shall be capable of presenting to the operator a visual depiction of the minimum and maximum data link operational ranges. [SSS180],-,-,minimum*maximum*,-,-
